"Sort","Site","Date","time collected","time burnt","BurnSession","replicate","species_code","species_name","Taxonomic_status","Accepted_name","Accepted_family","growth_form","Vegtype","TimeToFlaming(s)","PostBurntMassEstimate(%)","MaximumFlameTemperature(°C)","blowtorch","FlammabilityIndex","FMC(%)","FMC_proportion","DataSource","Origin"
315,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",26,70.3703703703704,649.4,0,2.33210062624971,55.632183908046,0.55632183908046,"MSc","Native"
316,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",120,30.7692307692308,600.1,0,1.0718902029124,45.9752321981424,0.459752321981424,"MSc","Native"
317,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",6,52.7777777777778,647.3,0,2.31163789165982,54.2857142857143,0.542857142857143,"MSc","Native"
318,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",63,36,458.5,0,1.42497046374958,54.296875,0.54296875,"MSc","Native"
319,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",68,45.2380952380952,612,0,1.67182659306529,49.1591203104787,0.491591203104786,"MSc","Native"
320,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",84,37.0967741935484,573.8,0,1.40541828615097,51.39146567718,0.5139146567718,"MSc","Native"
321,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",31,69.2737430167598,714,0,2.3595819343888,51.3024602026049,0.513024602026049,"MSc","Native"
322,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",63,65.5172413793103,719.8,0,2.06075876033848,48.3193277310924,0.483193277310924,"MSc","Native"
323,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",59,50,492.3,1,1.64733031880881,55.3571428571429,0.553571428571429,"MSc","Native"
324,"George",2018-08-09,"AM",NA,"10AM - 1PM",7,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",82,32.1212121212121,710,1,1.53993968182787,56.8013190436933,0.568013190436933,"MSc","Native"
325,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,41.3533834586466,702.7,1,1.31098461875892,60.0722673893406,0.600722673893406,"MSc","Native"
326,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",95,55.2447552447552,801,1,1.78772954687589,54.8559231590181,0.548559231590181,"MSc","Native"
327,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",74,58.5106382978723,716.6,0,1.89161320145355,51.7985611510791,0.517985611510791,"MSc","Native"
328,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",94,17.1428571428571,502.2,1,1.02342389956805,53.5894843276036,0.535894843276036,"MSc","Native"
329,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",83,25.6756756756757,420.1,1,1.10208422316534,78.1124497991968,0.781124497991968,"MSc","Native"
330,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,35.3982300884956,716.4,1,1.26563175266833,64.756039791568,0.64756039791568,"MSc","Native"
331,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,68.1034482758621,768.4,1,1.67355655094714,48.9679715302491,0.489679715302491,"MSc","Native"
332,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,32.7102803738318,521.5,1,0.9941202116001,61.7732558139535,0.617732558139535,"MSc","Native"
333,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,40.1360544217687,487,1,1.02892911983465,48.9468405215647,0.489468405215647,"MSc","Native"
334,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",96,45.575221238938,603.1,1,1.430917860337,51.8151815181518,0.518151815181518,"MSc","Native"
335,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",82,46.7479674796748,703.8,0,1.68560191343212,60.7954545454545,0.607954545454546,"MSc","Alien"
336,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",32,61.6071428571429,801,0,2.37945702671312,52.8951486697965,0.528951486697965,"MSc","Alien"
337,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",51,65.2173913043478,674.3,1,2.10080999625336,70.9256844850065,0.709256844850065,"MSc","Alien"
338,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",65,44.927536231884,633.3,1,1.72016127110465,62.7833753148615,0.627833753148615,"MSc","Alien"
339,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",50,76.8079800498753,768.6,1,2.34843100297124,55.0045913682277,0.550045913682277,"MSc","Alien"
340,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,63.2183908045977,493.1,1,1.27862764059644,62.4577226606539,0.624577226606539,"MSc","Alien"
341,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",26,61.578947368421,679.4,0,2.27735108072547,54.2410714285714,0.542410714285714,"MSc","Alien"
342,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",120,85.7142857142857,801,1,1.89895470383275,51.0416666666667,0.510416666666667,"MSc","Alien"
343,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",84,47.5247524752475,718.6,0,1.69555892010138,48.8338192419825,0.488338192419825,"MSc","Alien"
344,"George",2018-08-09,"AM",NA,"10AM - 1PM",8,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,46.25,487.7,1,1.09392489570963,50.2507522567703,0.502507522567703,"MSc","Alien"
345,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",17,56.4356435643564,659,0,2.27294094920591,52.2364217252396,0.522364217252396,"MSc","Native"
346,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",72,80,608.5,0,1.99869979598672,40.1459854014599,0.401459854014599,"MSc","Native"
347,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",20,85,654.8,0,2.54227490027709,50.253807106599,0.50253807106599,"MSc","Native"
348,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",72,9.52380952380952,515.8,0,1.14382892464559,49.0421455938697,0.490421455938697,"MSc","Native"
349,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",47,42.3076923076923,558.4,0,1.74917674436036,57.2207084468665,0.572207084468665,"MSc","Native"
350,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",40,21.875,477,1,1.49159301635151,49.9029126213592,0.499029126213592,"MSc","Native"
351,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",74,78.7878787878788,662.4,0,2.0366115249508,45.704162976085,0.45704162976085,"MSc","Native"
352,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",120,65.7142857142857,736.4,1,1.60854941775742,43.0925221799747,0.430925221799747,"MSc","Native"
353,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",12,26.3157894736842,546,0,1.85764280528672,50.9803921568627,0.509803921568627,"MSc","Native"
354,"George",2018-08-16,"AM",NA,"10AM - 1PM",8,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",120,26.4808362369338,625.3,1,1.05837503197488,58.1683168316832,0.581683168316832,"MSc","Native"
355,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,52.6315789473684,756.9,1,1.49693355064834,58.9013898080741,0.589013898080741,"MSc","Native"
356,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",83,49.2063492063492,774,1,1.79069205740212,51.7835178351784,0.517835178351783,"MSc","Native"
357,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",14,49.2753623188406,664.2,0,2.22933720177456,53.5682023486901,0.535682023486901,"MSc","Native"
358,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",107,41.8848167539267,616.4,0,1.31715119620459,60.3534209333937,0.603534209333938,"MSc","Native"
359,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,26.3736263736264,336.1,1,0.696201946708935,79.5228628230616,0.795228628230616,"MSc","Native"
360,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,46.9483568075117,691.6,1,1.35580592963708,63.9278557114229,0.639278557114229,"MSc","Native"
361,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,68.4782608695652,788.3,1,1.7023314573644,48.943661971831,0.48943661971831,"MSc","Native"
362,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",74,49.3670886075949,506.2,0,1.53304577598471,58.9785831960461,0.589785831960461,"MSc","Native"
363,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,22.2222222222222,491.7,1,0.846920008525928,53.2043530834341,0.532043530834341,"MSc","Native"
364,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",113,27.906976744186,474,1,0.94277655978807,51.4670896114195,0.514670896114195,"MSc","Native"
365,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",120,54.1353383458647,766.5,1,1.52468970452989,60.407145824678,0.60407145824678,"MSc","Alien"
366,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",16,69.0476190476191,737.4,0,2.51142387346827,56.2220804084237,0.562220804084237,"MSc","Alien"
367,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",85,25.8064516129032,488.5,1,1.17218236743803,72.4137931034483,0.724137931034483,"MSc","Alien"
368,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",91,56.9343065693431,770.7,0,1.80095484947714,57.8461538461538,0.578461538461538,"MSc","Alien"
369,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",61,58.4070796460177,740.3,1,2.02844844683408,45.6878850102669,0.456878850102669,"MSc","Alien"
370,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,34.3283582089552,639.4,1,1.15828130744832,63.490099009901,0.63490099009901,"MSc","Alien"
371,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",54,36.986301369863,683.6,1,1.79133832041722,56.2975486052409,0.562975486052409,"MSc","Alien"
372,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",62,74.4,801,0,2.26362601626016,53.7895511405445,0.537895511405445,"MSc","Alien"
373,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",72,51.4792899408284,737,0,1.86000462331596,52.3961661341853,0.523961661341853,"MSc","Alien"
374,"George",2018-08-16,"AM",NA,"10AM - 1PM",9,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",46,48.9626556016597,684.3,0,1.98448456103284,48.7603305785124,0.487603305785124,"MSc","Alien"
375,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",17,78.1609195402299,720.5,0,2.57757043077986,50.3856041131106,0.503856041131105,"MSc","Native"
376,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",10,74.468085106383,779.2,0,2.67045743287937,39.9201596806387,0.399201596806387,"MSc","Native"
377,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",29,70.3703703703704,658,0,2.31783720552561,60.9022556390978,0.609022556390978,"MSc","Native"
378,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",99,40,565.3,0,1.30025501659511,53.3333333333333,0.533333333333333,"MSc","Native"
379,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",31,57.6923076923077,509.2,1,1.98243770099758,60.5333333333333,0.605333333333333,"MSc","Native"
380,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",30,44.1176470588235,360.5,0,1.6627596960041,50.6426735218509,0.506426735218509,"MSc","Native"
381,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",24,58.3333333333333,699.2,0,2.28469748180628,43.021766965429,0.430217669654289,"MSc","Native"
382,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",57,58.2608695652174,759.7,0,2.08446808271209,39.6306818181818,0.396306818181818,"MSc","Native"
383,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",54,56.25,493.4,0,1.75591904935903,50.5952380952381,0.505952380952381,"MSc","Native"
384,"George",2018-08-23,"AM",NA,"10AM - 1PM",9,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",120,45,765.9,1,1.42813099479309,60.3286384976526,0.603286384976526,"MSc","Native"
385,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,36.8131868131868,692.1,1,1.25013446405609,59.0996168582376,0.590996168582375,"MSc","Native"
386,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",58,82.7751196172249,786.7,0,2.36694328582445,55.2631578947368,0.552631578947368,"MSc","Native"
387,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",120,63.18407960199,631.7,1,1.45130149926352,53.8828013339686,0.538828013339686,"MSc","Native"
388,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",97,40.3846153846154,638.5,1,1.41234122215898,51.9543973941368,0.519543973941368,"MSc","Native"
389,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,20.4379562043796,391.9,1,0.703612717501734,80.6827643630308,0.806827643630308,"MSc","Native"
390,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",81,29.5138888888889,555.7,1,1.32829371060564,49.1850431447747,0.491850431447747,"MSc","Native"
391,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,71.6577540106952,762.3,1,1.70321793532182,48.1797056545314,0.481797056545314,"MSc","Native"
392,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,23.8095238095238,632.2,1,1.03897306067764,56.78391959799,0.5678391959799,"MSc","Native"
393,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,15.2173913043478,481.5,1,0.760720626258534,48.7538940809969,0.487538940809969,"MSc","Native"
394,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",65,55,791.6,0,2.02342727078956,51.4756348661633,0.514756348661633,"MSc","Native"
395,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",107,72.9508196721311,791.4,0,1.86144227702178,51.3457556935818,0.513457556935818,"MSc","Alien"
396,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",16,36.6391184573003,520.9,0,1.90124270181322,63.1556683587141,0.63155668358714,"MSc","Alien"
397,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",53,47.5247524752475,637.6,0,1.8527686579291,68.6922060766182,0.686922060766182,"MSc","Alien"
398,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",100,47.1264367816092,654.1,0,1.47752378492402,62.0064034151548,0.620064034151548,"MSc","Alien"
399,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",56,62.2340425531915,801,0,2.18603182840339,53.5552193645991,0.535552193645991,"MSc","Alien"
400,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,76,747.9,1,1.73078103590025,62.2767857142857,0.622767857142857,"MSc","Alien"
401,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",55,22.8571428571429,712.8,0,1.67127556147151,47.2980203317282,0.472980203317282,"MSc","Alien"
402,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",62,48.6301369863014,702.9,0,1.87088481112609,48.3370288248337,0.483370288248337,"MSc","Alien"
403,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",115,69.811320754717,637.7,0,1.56996401472389,46.1300309597523,0.461300309597523,"MSc","Alien"
404,"George",2018-08-23,"AM",NA,"10AM - 1PM",10,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,48.780487804878,638.9,1,1.30922820299729,50.9505703422053,0.509505703422053,"MSc","Alien"
405,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",16,70.8860759493671,703.7,0,2.48863284124237,52.5195968645017,0.525195968645017,"MSc","Native"
406,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",51,15.1515151515152,486.2,1,1.34089739543974,44.5482866043614,0.445482866043614,"MSc","Native"
407,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",19,74.4444444444444,545.7,0,2.30369888249444,54.1666666666667,0.541666666666667,"MSc","Native"
408,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",120,38.0952380952381,511.8,1,1.03848673478709,52.4229074889868,0.524229074889868,"MSc","Native"
409,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",76,60.8247422680412,501.6,0,1.63080192379591,57.7651515151515,0.577651515151515,"MSc","Native"
410,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",67,59.8214285714286,758.2,0,2.01562892856055,53.1914893617021,0.531914893617021,"MSc","Native"
411,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",12,47.8260869565217,644.1,0,2.20571051826786,50.0978473581213,0.500978473581213,"MSc","Native"
412,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",22,67,745.9,0,2.4505605797631,39.9074074074074,0.399074074074074,"MSc","Native"
413,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",12,69.4444444444444,560.4,0,2.32794525136263,47.8149100257069,0.478149100257069,"MSc","Native"
414,"George",2018-08-28,"AM",NA,"10AM - 1PM",10,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",42,35.4037267080745,561.9,0,1.72280550501087,60.6875934230194,0.606875934230194,"MSc","Native"
415,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,39.0909090909091,732.9,1,1.32495910045924,56.649688737974,0.56649688737974,"MSc","Native"
416,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",81,27.6190476190476,511.7,1,1.25348964926246,50.8361204013378,0.508361204013378,"MSc","Native"
417,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",88,61.1111111111111,635.5,1,1.70097134679212,61.3372093023256,0.613372093023256,"MSc","Native"
418,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,58.9041095890411,694.9,1,1.48531538216721,61.9414483821263,0.619414483821263,"MSc","Native"
419,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,21.0526315789474,400.6,1,0.720920736114517,79.3898305084746,0.793898305084746,"MSc","Native"
420,"George",2018-08-28,"AM",NA,"10AM - 1PM",11,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,47.7477477477478,706.6,1,1.38291637759985,64.2773892773893,0.642773892773893,"MSc","Native"
