"unique_ID","scientific_name_original","genus_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","latitude","longitude","subregion","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C"
"713_3_baviaanskloof","Euryops spathaceus","Euryops","Asteraceae","Euryops spathaceus","DC.","Asteraceae",-33.66997,24.20945,"baviaanskloof",2011-07-13,"DEB",3,123,95,130,9699.667318,4,"N",2.090172681,46.04791338,22.03067421,1.43749957,-27.46441269
"713_4_baviaanskloof","Pelargonium sidoides","Pelargonium","Geraniaceae","Pelargonium sidoides","DC.","Geraniaceae",-33.65076,24.21976,"baviaanskloof",2011-07-13,"DEB",4,14,25,30,589.0486225,0,"B",3.071446748,46.85588616,15.25531451,5.206256234,-29.30258199
"714_1_baviaanskloof","Smelophyllum capense","Smelophyllum","Sapindaceae","Smelophyllum capense","Radlk.","Sapindaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",1,390,620,540,262951.3051,4,"N",0.978536735,49.47054413,50.55563309,4.850899398,-25.64174719
"714_10_baviaanskloof","Diospyros dichrophylla","Diospyros","Ebenaceae","Diospyros dichrophylla","(Gand.) De Winter","Ebenaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",10,185,280,320,70371.67544,4,"N",1.358492758,47.77564623,35.1681273,3.1935546,-28.73378632
"714_11_baviaanskloof","Pelargonium odoratissimum","Pelargonium","Geraniaceae","Pelargonium odoratissimum","[Soland.]","Geraniaceae",-33.57827,24.16154,"baviaanskloof",2011-07-14,"DEB",11,31,62,38,1850.398073,1,"B",2.09577835,43.16360123,20.59549915,5.069049011,-30.53028916
"714_2_baviaanskloof","Crassula lactea","Crassula","Crassulaceae","Crassula lactea","Aiton","Crassulaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",2,15,21,42,692.7211801,1,"N",0.831610811,41.59739746,50.02027019,7.474617369,-17.0167894
"714_3_baviaanskloof","Cymbopogon marginatus","Cymbopogon","Poaceae","Cymbopogon marginatus","(Steud.) Stapf ex Burtt Davy","Poaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",3,78,100,85,6675.884389,0,"N",1.465328086,45.21733395,30.85816369,8.396570937,-13.56331792
"714_4_baviaanskloof","Cineraria saxifraga","Cineraria","Asteraceae","Cineraria saxifraga","DC.","Asteraceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",4,35,71,62,3457.322715,4,"N",3.729836119,40.47625282,10.85201911,13.75949785,-30.03998148
"714_5_baviaanskloof","Senecio ficoides","Senecio","Asteraceae","Senecio ficoides","Sch.Bip.","Asteraceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",5,78,92,100,7225.663103,3,"N",0.941852607,44.18498243,46.91284188,7.848729149,-23.56811393
"714_6_baviaanskloof","Diospyros scabrida",NA,NA,"Diospyros scabrida","(Harv. ex Hiern) De Winter","Ebenaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",6,136,148,95,11042.69818,4,"L",0.964366453,47.5717838,49.32957138,0.813650903,-28.64367049
"714_7_baviaanskloof","Grewia occidentalis","Grewia","Malvaceae","Grewia occidentalis","L.","Malvaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",7,415,450,340,120165.919,4,"N",1.955500133,44.13484199,22.56959293,7.485475494,-29.37234909
"714_8_baviaanskloof","Crassula pellucida","Crassula","Crassulaceae","Crassula pellucida","L.","Crassulaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",8,13,35,43,1182.024236,2,"N",1.448232671,37.64691147,25.99507125,2.905320722,-25.83263773
"714_9_baviaanskloof","Aloe comptonii","Aloe","Asphodelaceae","Aloe comptonii","Reynolds","Asphodelaceae",-33.57829,24.16078,"baviaanskloof",2011-07-14,"DEB",9,60,93,65,4747.731898,1,"N",0.633166608,42.24010352,66.71246243,6.895188306,-15.09819413
"715_1_baviaanskloof","Helichrysum",NA,NA,"Helichrysum","Mill.","Asteraceae",-33.6431,24.13628,"baviaanskloof",2011-07-15,"DEB",1,15,62,27,1314.756526,1,"B",1.806727602,44.52155895,24.64209818,1.439473775,-28.26092042
"715_10_baviaanskloof","Erica thamnoides","Erica","Ericaceae","Erica thamnoides","E.G.H.Oliv.","Ericaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",10,130,40,35,1099.557429,4,"B",1.124947032,54.431498,48.38583193,-1.279006019,-26.75317586
"715_11_baviaanskloof","Senecio hollandii","Senecio","Asteraceae","Senecio hollandii","Compton","Asteraceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",11,120,96,114,8595.3975,4,"B",1.038822221,48.67257706,46.85361564,-0.892061909,-31.25896776
"715_12_baviaanskloof","Erica chamissonis","Erica","Ericaceae","Erica chamissonis","Klotzsch ex Benth.","Ericaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",12,70,48,55,2073.451151,4,"B",0.617250238,52.21592071,84.59441161,-2.78038865,-28.33553246
"715_13_baviaanskloof","Amphithalea williamsonii","Amphithalea","Fabaceae","Amphithalea williamsonii","Harv.","Fabaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",13,120,75,60,3534.291735,4,"B",1.595246026,49.05468441,30.75054482,-1.034204643,-27.68340387
"715_14_baviaanskloof","Pelargonium zonale","Pelargonium","Geraniaceae","Pelargonium zonale","(L.) L'Hér.","Geraniaceae",-33.69295,24.13646,"baviaanskloof",2011-07-15,"DEB",14,115,165,130,16846.7906,4,"B",1.713160863,44.65143472,26.06377235,2.252846088,-27.07294174
"715_15_baviaanskloof","Relhania decussata","Relhania","Asteraceae","Relhania decussata","L'Hér.","Asteraceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",15,40,20,25,392.6990817,3,"N",0.800368912,51.93134359,64.88425873,-4.616398968,-27.96925518
"715_16_baviaanskloof","Tetraria involucrata","Tetraria","Cyperaceae","Tetraria involucrata","(Rottb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",16,80,70,50,2748.893572,0,"N",0.777762147,45.36489711,58.32746848,3.356426483,-25.1989199
"715_17_baviaanskloof","Centella virgata","Centella","Apiaceae","Centella virgata","(L.f.) Drude","Apiaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",17,15,38,34,1014.734427,1,"B",0.626540271,45.59186025,72.76764539,-1.471490972,-26.47507645
"715_18_baviaanskloof","Phylica debilis",NA,NA,"Phylica debilis","Eckl. & Zeyh.","Rhamnaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",18,33,45,35,1237.002107,4,"B",0.675513921,54.33107287,80.42924231,-4.354816853,-30.2018024
"715_19_baviaanskloof","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",19,110,74,70,4068.362486,4,"N",0.498903688,51.15619967,102.5372248,0.939012898,-29.41595353
"715_2_baviaanskloof","Protea neriifolia","Protea","Proteaceae","Protea neriifolia","R.Br.","Proteaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",2,300,310,250,60868.35766,4,"N",0.757278102,52.95476262,69.92776166,4.477774721,-27.97313113
"715_20_baviaanskloof","Hypodiscus striatus","Hypodiscus","Restionaceae","Hypodiscus striatus","Mast.","Restionaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",20,60,90,80,5654.866776,0,"N",0.415342058,46.43255861,111.793539,-0.547563199,-27.85491466
"715_21_baviaanskloof","Agathosma ovata","Agathosma","Rutaceae","Agathosma ovata","(Thunb.) Pillans","Rutaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",21,47,50,40,1570.796327,3,"B",0.994770427,48.35047214,48.60465373,-0.281045572,-26.79581131
"715_22_baviaanskloof","Tetraria capillacea","Tetraria","Cyperaceae","Tetraria capillacea","(Thunb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",22,30,20,18,282.7433388,0,"N",0.639555033,44.72342239,69.9289664,3.221193465,-27.46538168
"715_23_baviaanskloof","Erica newdigateae","Erica","Ericaceae","Erica newdigateae","Dulfer","Ericaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",23,60,65,61,3114.103718,4,"B",0.853340823,53.07585165,62.19771776,-3.522689596,-27.14949175
"715_24_baviaanskloof","Protea eximia","Protea","Proteaceae","Protea eximia","(Knight) Fourc.","Proteaceae",-33.69298,24.14518,"baviaanskloof",2011-07-15,"DEB",24,250,115,160,14451.32621,4,"N",0.682855039,52.03249709,76.1984523,1.169994841,-28.06518494
"715_3_baviaanskloof","Berzelia lanuginosa","Berzelia","Bruniaceae","Berzelia lanuginosa","(L.) Brongn.","Bruniaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",3,230,140,150,16493.36143,4,"N",1.013637906,53.2302638,52.5140817,0.119717971,-28.24638561
"715_4_baviaanskloof","Cliffortia ilicifolia","Cliffortia","Rosaceae","Cliffortia ilicifolia","L.","Rosaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",4,185,330,230,59611.7206,4,"N",1.384059943,46.77216665,33.79345446,0.170060189,-29.32389971
"715_5_baviaanskloof","Agathosma venusta","Agathosma","Rutaceae","Agathosma venusta","(Eckl. & Zeyh.) Pillans","Rutaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",5,140,120,115,10838.49465,4,"N",1.572452425,49.8059476,31.6740569,-1.605736887,-27.29483988
"715_6_baviaanskloof","Selago corymbosa","Selago","Scrophulariaceae","Selago corymbosa","L.","Scrophulariaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",6,40,47,60,2214.822821,3,"B",2.190077016,49.82125789,22.74863282,4.001004299,-30.26284861
"715_7_baviaanskloof","Erica hispidula","Erica","Ericaceae","Erica hispidula","L.","Ericaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",7,130,60,45,2120.575041,4,"B",1.132071043,54.79492728,48.40237511,-1.38561307,-27.90627099
"715_8_baviaanskloof","Phylica paniculata",NA,NA,"Phylica paniculata","Willd.","Rhamnaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",8,220,270,190,40290.92578,4,"B",1.114559688,52.55703167,47.1549727,-3.298617369,-29.14366804
"715_9_baviaanskloof","Coleonema aspalathoides","Coleonema","Rutaceae","Coleonema aspalathoides","A.Juss.","Rutaceae",-33.69301,24.12387,"baviaanskloof",2011-07-15,"DEB",9,135,47,35,1291.979979,4,"B",1.08822836,46.82519219,43.02882914,-1.756763543,-28.17468053
"716_1_baviaanskloof","Agathosma puberula","Agathosma","Rutaceae","Agathosma puberula","(Steud.) Fourc.","Rutaceae",-33.64982,24.34838,"baviaanskloof",2011-07-16,"DEB",1,200,270,195,41351.2133,4,"B",1.254405107,50.78165379,40.48265869,7.408481513,-25.38012056
"716_2_baviaanskloof","Passerina obtusifolia","Passerina","Thymelaeaceae","Passerina obtusifolia","Thoday","Thymelaeaceae",-33.64982,24.34838,"baviaanskloof",2011-07-16,"DEB",2,310,290,230,52386.0575,4,"B",1.121029481,53.84701297,48.03353871,6.146964746,-26.67371888
"716_3_baviaanskloof","Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae","Pterocelastrus tricuspidatus","(Lam.) Walp.","Celastraceae",-33.64982,24.34838,"baviaanskloof",2011-07-16,"DEB",3,350,210,200,32986.72286,4,"N",1.065086788,46.79797322,43.93817833,4.711717971,-27.08456959
"716_4_baviaanskloof","Smelophyllum capense","Smelophyllum","Sapindaceae","Smelophyllum capense","Radlk.","Sapindaceae",-33.64982,24.34838,"baviaanskloof",2011-07-16,"DEB",4,340,490,370,142392.687,4,"N",1.18775053,50.22205177,42.28333351,8.976,-26.12333398
"716_5_baviaanskloof","Loxostylis alata","Loxostylis","Anacardiaceae","Loxostylis alata","Spreng. ex Rchb.","Anacardiaceae",-33.64982,24.34838,"baviaanskloof",2011-07-16,"DEB",5,300,450,345,121933.0649,4,"N",1.090137348,50.22304483,46.07038271,6.914930353,-25.0128743
"716_6_baviaanskloof","Crassula rogersii","Crassula","Crassulaceae","Crassula rogersii","Schönland","Crassulaceae",-33.64982,24.34838,"baviaanskloof",2011-07-16,"DEB",6,40,60,45,2120.575041,3,"L",1.501155379,44.79098652,29.83767513,6.448030954,-17.9315136
"716_7_baviaanskloof","Boscia oleoides",NA,NA,"Boscia oleoides","(Burch. ex DC.) Toelken","Capparaceae",-33.6403,24.32462,"baviaanskloof",2011-07-16,"DEB",7,460,420,400,131946.8915,4,"N",1.874518784,45.43942529,24.24058147,17.38413758,-27.17953036
"717_1_baviaanskloof","Vachellia karroo","Vachellia","Fabaceae","Vachellia karroo","(Hayne) Banfi & Galasso","Fabaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",1,85,140,140,15393.804,3,"N",2.474452084,45.81376628,18.51471143,1.260808255,-30.4421113
"717_10_baviaanskloof","Penaea cneorum","Penaea","Penaeaceae","Penaea cneorum","Meerb.","Penaeaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",10,25,55,40,1727.875959,2,"N",0.777584017,46.2691337,59.50370978,-2.536574377,-27.91886783
"717_11_baviaanskloof","Cannomois scirpoides","Cannomois","Restionaceae","Cannomois scirpoides","Hochst.","Restionaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",11,80,65,40,2042.035225,0,"N",0.337258812,46.94456245,139.1944724,0.769231298,-27.05937591
"717_12_baviaanskloof","Thesium carinatum","Thesium","Santalaceae","Thesium carinatum","A.DC.","Santalaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",12,80,40,40,1256.637061,4,"N",0.871708855,43.56108861,49.97206158,-0.314607051,-28.4644078
"717_13_baviaanskloof","Muraltia squarrosa","Muraltia","Polygalaceae","Muraltia squarrosa","DC.","Polygalaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",13,40,50,50,1963.495408,3,"B",0.644236644,50.86522439,78.95425515,-1.103301806,-28.9372737
"717_14_baviaanskloof","Euclea polyandra","Euclea","Ebenaceae","Euclea polyandra","(L.f.) E.Mey. ex Hiern","Ebenaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",14,65,45,30,1060.287521,3,"B",0.885884466,50.89572663,57.45187839,-2.683652623,-27.82584503
"717_15_baviaanskloof","Agathosma ovata","Agathosma","Rutaceae","Agathosma ovata","(Thunb.) Pillans","Rutaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",15,85,180,120,16964.60033,4,"B",1.142501883,48.71316748,42.63727545,-0.074741187,-25.81616494
"717_16_baviaanskloof","Athanasia linifolia","Athanasia","Asteraceae","Athanasia linifolia","Burm.f.","Asteraceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",16,125,25,20,392.6990817,2,"S",1.274663191,47.04697828,36.90934092,-0.653183147,-27.70569058
"717_17_baviaanskloof","Leucadendron rubrum","Leucadendron","Proteaceae","Leucadendron rubrum","Burm.f.","Proteaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",17,55,40,30,942.4777961,3,"B",0.639365863,51.14996162,80.00108319,1.827404987,-29.86750171
"717_18_baviaanskloof","Protea repens","Protea","Proteaceae","Protea repens","(L.) L.","Proteaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",18,85,80,50,3141.592654,3,"N",0.746406854,51.84623676,69.46109411,3.837145314,-26.73864105
"717_19_baviaanskloof","Protea tenax","Protea","Proteaceae","Protea tenax","R.Br.","Proteaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",19,15,80,60,3769.911184,1,"N",0.4612303,48.44898029,105.042926,1.65861049,-26.06810169
"717_2_baviaanskloof","Schotia latifolia","Schotia","Fabaceae","Schotia latifolia","Jacq.","Fabaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",2,70,90,60,4241.150082,4,"N",1.447258228,49.43571332,34.15818433,3.055360275,-28.31809068
"717_20_baviaanskloof","Hypodiscus aristatus","Hypodiscus","Restionaceae","Hypodiscus aristatus","(Thunb.) C.Krauss","Restionaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",20,75,60,50,2356.19449,0,"N",0.355202058,46.26054853,130.2372761,-0.326452279,-25.8500795
"717_21_baviaanskloof","Willdenowia teres","Willdenowia","Restionaceae","Willdenowia teres","Thunb.","Restionaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",21,50,50,50,1963.495408,3,"N",0.555698531,47.3542644,85.2157451,0.164137575,-24.30648241
"717_22_baviaanskloof","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",22,80,120,90,8482.300165,4,"N",0.611064363,50.90112656,83.29912464,2.299239897,-28.27739321
"717_23_baviaanskloof","Mastersiella purpurea","Mastersiella","Restionaceae","Mastersiella purpurea","(Pillans) H.P.Linder","Restionaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",23,50,35,45,1237.002107,2,"N",0.433554908,46.03330446,106.1764117,-0.081650903,-27.44600193
"717_24_baviaanskloof","Syncarpha milleflora","Syncarpha","Asteraceae","Syncarpha milleflora","(L.f.) B.Nord.","Asteraceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",24,15,10,8,62.83185307,0,"B",0.791469333,38.92900263,49.18573723,0.175735825,-29.55821635
"717_25_baviaanskloof","Erica strigilifolia","Erica","Ericaceae","Erica strigilifolia","Salisb.","Ericaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",25,65,75,65,3828.816047,4,"B",0.671404242,58.62370026,87.31505788,-0.814750229,-25.19218729
"717_26_baviaanskloof","Brunia noduliflora","Brunia","Bruniaceae","Brunia noduliflora","Goldblatt & J.C.Manning","Bruniaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",26,85,110,105,9071.348787,4,"N",0.684612458,55.36138824,80.86529486,-2.427376078,-25.98820898
"717_27_baviaanskloof","Ruschia virgata","Ruschia","Aizoaceae","Ruschia virgata","(Haw.) L.Bolus","Aizoaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",27,40,60,35,1649.336143,3,"N",0.813024739,34.14482683,41.99727906,1.803174527,-24.32749301
"717_28_baviaanskloof","Tetraria compar","Tetraria","Cyperaceae","Schoenus compar","L.","Cyperaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",28,55,40,35,1099.557429,0,"N",0.311281523,44.25475185,142.1695427,1.666896286,-25.35951627
"717_29_baviaanskloof","Tetraria cuspidata","Tetraria","Cyperaceae","Schoenus cuspidatus","Rottb.","Cyperaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",29,50,45,40,1413.716694,0,"N",0.610078788,44.05193531,72.20696103,1.937477721,-25.90115922
"717_3_baviaanskloof","Protea neriifolia","Protea","Proteaceae","Protea neriifolia","R.Br.","Proteaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",3,85,30,35,824.6680716,1,"S",0.980654175,50.7370419,51.73795535,6.213100602,-27.88592226
"717_30_baviaanskloof","Searsia rosmarinifolia","Searsia","Anacardiaceae","Searsia rosmarinifolia","(Vakl) F.A.Barkley","Anacardiaceae",-33.69542,24.20174,"baviaanskloof",2011-07-17,"DEB",30,18,30,20,471.238898,3,"N",1.236868544,49.01837141,39.63102762,-0.833513175,-26.89159204
"717_31_baviaanskloof","Indigofera flabellata","Indigofera","Fabaceae","Indigofera flabellata","Harv.","Fabaceae",-33.69482,24.20221,"baviaanskloof",2011-07-17,"DEB",31,45,30,20,471.238898,2,"B",1.52196052,45.66311465,30.00282467,-0.12348379,-28.68481709
"717_32_baviaanskloof","Protea repens","Protea","Proteaceae","Protea repens","(L.) L.","Proteaceae",-33.69482,24.20221,"baviaanskloof",2011-07-17,"DEB",32,170,180,170,24033.1838,4,"N",0.699363776,52.60727221,75.22161429,3.741683125,-23.91062138
"717_33_baviaanskloof","Paranomus esterhuyseniae","Paranomus","Proteaceae","Paranomus esterhuysenae","Levyns","Proteaceae",-33.69481,24.20134,"baviaanskloof",2011-07-17,"DEB",33,35,25,15,294.5243113,1,"S",0.65290124,49.85386462,76.35743595,2.936851486,-29.50211761
"717_34_baviaanskloof","Centella virgata","Centella","Apiaceae","Centella virgata","(L.f.) Drude","Apiaceae",-33.69481,24.20134,"baviaanskloof",2011-07-17,"DEB",34,30,25,15,294.5243113,2,"N",0.486674717,45.17601665,92.82589599,-2.961626283,-27.71663032
"717_35_baviaanskloof","Leucospermum wittebergense","Leucospermum","Proteaceae","Leucospermum wittebergense","Compton","Proteaceae",-33.6897,24.2014,"baviaanskloof",2011-07-17,"DEB",35,145,220,160,27646.01535,4,"B",0.635144227,49.36128209,77.71665078,2.581343032,-28.53296362
"717_36_baviaanskloof","Erica thamnoides","Erica","Ericaceae","Erica thamnoides","E.G.H.Oliv.","Ericaceae",-33.6897,24.2014,"baviaanskloof",2011-07-17,"DEB",36,50,80,60,3769.911184,4,"B",0.856676977,54.06832605,63.1140179,-1.693646129,-25.62840331
"717_37_baviaanskloof","Tetraria ustulata","Tetraria","Cyperaceae","Tetraria ustulata","(L.) C.B.Clarke","Cyperaceae",-33.68825,24.20169,"baviaanskloof",2011-07-17,"DEB",37,35,80,50,3141.592654,0,"N",0.810901221,46.22851117,57.00880697,1.421002938,-24.57026512
"717_38_baviaanskloof","Pelargonium reniforme","Pelargonium","Geraniaceae","Pelargonium reniforme","(Andrews) Curtis","Geraniaceae",-33.68059,24.20755,"baviaanskloof",2011-07-17,"DEB",38,10,10,8,62.83185307,2,"L",2.3154798,46.64567482,20.14514435,0.204374006,-27.29782425
"717_39_baviaanskloof","Themeda triandra","Themeda","Poaceae","Themeda triandra","Forssk.","Poaceae",-33.68059,24.20755,"baviaanskloof",2011-07-17,"DEB",39,20,25,20,392.6990817,0,"B",0.951355535,44.38270048,46.65206525,0.054270437,-13.5874871
"717_4_baviaanskloof","Protea lorifolia","Protea","Proteaceae","Protea lorifolia","(Knight) Fourc.","Proteaceae",-33.70229,24.19984,"baviaanskloof",2011-07-17,"DEB",4,50,25,20,392.6990817,1,"B",0.667244354,51.0797985,76.55336193,5.513245056,-30.83552022
