"unique_ID","scientific_name_original","genus_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","latitude","longitude","subregion","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C"
"705_17_langeberg","Tetraria fimbriolata","Tetraria","Cyperaceae","Tetraria fimbriolata","(Nees) C.B.Clarke","Cyperaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",17,65,80,75,4712.38898,1,"N",0.793952331,46.40686075,58.45043704,1.627546964,-25.2884871
"705_18_langeberg","Phylica imberbis",NA,NA,"Phylica imberbis","P.J.Bergius","Rhamnaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",18,40,60,60,2827.433388,4,"B",0.683991421,59.3554856,86.77811417,-3.232095753,-29.27326124
"705_19_langeberg","Tetraria bromoides","Tetraria","Cyperaceae","Tetraria bromoides","(Lam.) H.Pfeiff.","Cyperaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",19,170,80,65,4084.07045,1,"N",0.56106556,46.17175706,108.3117929,1.796488594,-24.81224559
"705_2_langeberg","Stoebe microphylla","Stoebe","Asteraceae","Stoebe microphylla","DC.","Asteraceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",2,55,100,65,5105.088062,4,"N",1.153526104,49.74299031,43.12255279,-2.384939173,-28.37465401
"705_20_langeberg","Protea lorifolia","Protea","Proteaceae","Protea lorifolia","(Knight) Fourc.","Proteaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",20,120,155,150,18260.5073,4,"S",0.558927905,51.17973624,91.56768836,2.376766367,-27.05208846
"705_21_langeberg","Rhodocoma fruticosa","Rhodocoma","Restionaceae","Rhodocoma fruticosa","(Thunb.) H.P.Linder","Restionaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",21,90,70,60,3298.672286,0,"N",0.349277883,47.37824627,135.6462821,0.505186917,-25.78135957
"705_22_langeberg","Hypodiscus albo-aristatus","Hypodiscus","Restionaceae","Hypodiscus alboaristatus","Mast.","Restionaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",22,120,90,80,5654.866776,0,"N",0.307163755,46.94038472,152.8187619,0.963532905,-26.47457588
"705_23_langeberg","Serruria fasciflora","Serruria","Proteaceae","Serruria fasciflora","Knight","Proteaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",23,45,75,50,2945.243113,4,"B",1.026546564,50.49151943,49.18580532,1.293581191,-29.001948
"705_24_langeberg","Corymbium glabrum","Corymbium","Asteraceae","Corymbium glabrum","L.","Asteraceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",24,23,30,20,471.238898,0,"N",0.355069683,47.12928114,132.7324845,-4.06064427,-27.61652148
"705_25_langeberg","Leucospermum calligerum","Leucospermum","Proteaceae","Leucospermum calligerum","(Salisb. ex Knight) Rourke.","Proteaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",25,115,145,110,12527.10071,4,"B",0.733313073,50.82449353,69.3080424,-0.511400979,-28.89731157
"705_26_langeberg","Paranomus spathulatus","Paranomus","Proteaceae","Paranomus spathulatus","Kuntze","Proteaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",26,160,110,100,8639.379797,4,"N",0.49152641,50.55991697,102.8630729,1.923317238,-29.67101744
"705_27_langeberg","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",27,130,125,90,8835.729338,4,"N",0.407113975,51.39259644,126.236385,0.42977529,-28.34998258
"705_28_langeberg","Acmadenia latifolia","Acmadenia","Rutaceae","Acmadenia latifolia","I.Williams","Rutaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",28,55,35,10,274.8893572,1,"B",0.8279108,51.44862399,62.14271393,-3.24678633,-27.317704
"705_29_langeberg","Metalasia galpinii","Metalasia","Asteraceae","Metalasia galpinii","L.Bolus","Asteraceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",29,125,35,30,824.6680716,4,"S",0.3164565,40.94369375,129.3817435,-4.580690679,-29.31283891
"705_3_langeberg","Tetraria ustulata","Tetraria","Cyperaceae","Tetraria ustulata","(L.) C.B.Clarke","Cyperaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",3,80,135,125,13253.59401,0,"N",0.448861586,45.48350596,116.044357,1.005156205,-25.23257828
"705_30_langeberg","Lobostemon muirii","Lobostemon","Boraginaceae","Lobostemon muirii","Levyns","Boraginaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",30,70,130,100,10210.17612,3,"S",0.820325726,40.17815862,48.97829893,-1.229280486,-28.93554411
"705_31_langeberg","Agathosma ovata","Agathosma","Rutaceae","Agathosma ovata","(Thunb.) Pillans","Rutaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",31,80,80,50,3141.592654,4,"N",0.752017052,49.07511279,65.25797876,-1.13721954,-26.88708487
"705_32_langeberg","Elegia filacea","Elegia","Restionaceae","Elegia filacea","Mast.","Restionaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",32,70,40,40,1256.637061,0,"N",0.567527353,44.0381899,77.59659458,-2.221384088,-27.59841133
"705_4_langeberg","Erica plukenetii","Erica","Ericaceae","Erica plukenetii","L.","Ericaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",4,100,85,80,5340.707511,4,"N",0.671741633,53.00693676,78.90970893,-5.221199816,-27.25241149
"705_5_langeberg","Lachnaea penicillata","Lachnaea","Thymelaeaceae","Lachnaea penicillata","Meisn.","Thymelaeaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",5,15,40,30,942.4777961,4,"B",0.732846982,49.67548814,67.78425693,-0.748408947,-28.83412286
"705_6_langeberg","Erica cerinthoides","Erica","Ericaceae","Erica cerinthoides","L.","Ericaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",6,40,75,60,3534.291735,3,"B",0.816275904,57.27972235,70.1720118,-3.716884779,-27.48824507
"705_7_langeberg","Macledium spinosum","Macledium","Asteraceae","Macledium spinosum","(L.) S.Ortiz","Asteraceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",7,55,40,35,1099.557429,4,"N",0.814645276,40.24245509,49.39874602,-1.557370028,-28.6663964
"705_8_langeberg","Restio filiformis","Restio","Restionaceae","Restio filiformis","Poir.","Restionaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",8,60,70,50,2748.893572,0,"N",0.431084298,47.75301992,110.7742039,0.295601358,-27.97820964
"705_9_langeberg","Mastersiella purpurea","Mastersiella","Restionaceae","Mastersiella purpurea","(Pillans) H.P.Linder","Restionaceae",-33.93166,21.15439,"langeberg",2012-07-05,"CM",9,80,75,45,2650.718801,1,"N",0.386464246,46.91518963,121.3959379,-0.221506936,-28.18456402
"710_1_langeberg","Tenaxia stricta","Tenaxia","Poaceae","Tenaxia stricta","(Schrad.) N.P.Barker & H.P.Linder","Poaceae",-33.97716,21.02699,"langeberg",2012-07-10,"CM",1,60,70,55,3023.782929,0,"N",0.773195832,45.20038757,58.45917124,0.364854556,-26.05890588
"710_10_langeberg","Thamnochortus karooica","Thamnochortus","Restionaceae","Thamnochortus karooica","H.P.Linder","Restionaceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",10,155,90,85,6008.29595,0,"N",0.445406976,46.38136043,104.1325416,-0.7456487,-26.41159553
"710_11_langeberg","Pentameris eriostoma","Pentameris","Poaceae","Pentameris eriostoma","(Nees) Steud.","Poaceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",11,75,100,95,7461.282552,0,"S",0.527084547,44.89324253,85.17275419,0.82838611,-25.96150612
"710_12_langeberg","Felicia filifolia","Felicia","Asteraceae","Felicia filifolia","Burtt Davy","Asteraceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",12,90,90,65,4594.579256,3,"N",1.577543905,49.41761251,31.32566539,0.485175512,-28.37496957
"710_13_langeberg","Helichrysum zeyheri","Helichrysum","Asteraceae","Helichrysum zeyheri","Less.","Asteraceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",13,45,120,150,14137.16694,4,"B",2.196250652,49.2903389,22.44294787,2.676594904,-28.8476147
"710_14_langeberg","Wahlenbergia neorigida","Wahlenbergia","Campanulaceae","Wahlenbergia neorigida","Lammers","Campanulaceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",14,85,50,25,981.7477042,4,"N",1.412490666,48.4882498,34.32819132,1.936916891,-28.10327551
"710_15_langeberg","Macledium spinosum","Macledium","Asteraceae","Macledium spinosum","(L.) S.Ortiz","Asteraceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",15,15,35,20,549.7787144,3,"B",1.197574775,44.390807,37.06725286,0.317515163,-29.55196873
"710_16_langeberg","Pentameris malouinensis","Pentameris","Poaceae","Pentameris malouinensis","(Steud.) Galley & H.P.Linder","Poaceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",16,20,33,30,777.5441818,0,"N",0.818453297,43.94267915,53.68990423,-0.754524836,-26.74685574
"710_17_langeberg","Erica areolata","Erica","Ericaceae","Erica areolata","(N.E.Br.) E.G.H.Oliv.","Ericaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",17,100,30,30,706.8583471,4,"B",0.754701026,54.00932114,71.56386336,-5.001262865,-28.73791182
"710_18_langeberg","Restio hystrix","Restio","Restionaceae","Restio hystrix","Mast.","Restionaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",18,130,70,30,1649.336143,3,"N",0.409501265,46.60730978,113.8148128,-1.064203364,-27.71162596
"710_19_langeberg","Gnidia juniperifolia","Gnidia","Thymelaeaceae","Gnidia juniperifolia","Lam.","Thymelaeaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",19,50,45,30,1060.287521,4,"N",0.933631078,44.31011853,47.45998669,-3.639269085,-27.74135852
"710_2_langeberg","Clutia ericoides","Clutia","Euphorbiaceae","Clutia ericoides","Thunb.","Peraceae",-33.97716,21.02699,"langeberg",2012-07-10,"CM",2,25,80,70,4398.229715,4,"N",0.899825582,48.46461574,53.860011,-1.718078727,-31.89468919
"710_22_langeberg","Cliffortia ferruginea","Cliffortia","Rosaceae","Cliffortia ferruginea","L.f.","Rosaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",22,70,200,100,15707.96327,4,"L",0.83649906,44.31892895,52.98144499,-7.4816498,-30.41523815
"710_23_langeberg","Platycaulos compressus","Platycaulos","Restionaceae","Platycaulos compressus","(Rottb.) H.P.Linder","Restionaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",23,90,110,85,7343.472828,3,"N",0.542394869,47.55054578,87.6677647,-0.852162334,-27.55168531
"710_25_langeberg","Cliffortia dentata","Cliffortia","Rosaceae","Cliffortia dentata","Willd.","Rosaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",25,30,70,70,3848.451001,4,"S",0.706401375,46.35273448,65.61812607,-5.194565385,-30.72384159
"710_26_langeberg","Erica triceps","Erica","Ericaceae","Erica triceps","Link","Ericaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",26,50,40,35,1099.557429,4,"B",0.725071498,54.84573667,75.64183233,-4.332593942,-29.63296432
"710_27_langeberg","Psoralea monophylla","Psoralea","Fabaceae","Psoralea monophylla","(L.) C.H.Stirt.","Fabaceae",-33.95859,21.23056,"langeberg",2012-07-10,"CM",27,25,140,75,8246.680716,4,"N",1.714330567,49.80540104,29.05239048,-2.966655212,-29.63193906
"710_28_langeberg","Indigofera langebergensis","Indigofera","Fabaceae","Indigofera langebergensis","L.Bolus","Fabaceae",-33.96555,21.22127,"langeberg",2012-07-10,"CM",28,40,50,35,1374.446786,3,"N",1.601673661,49.57223807,30.95027362,-1.019822683,-30.37627825
"710_29_langeberg","Acmadenia trigona","Acmadenia","Rutaceae","Acmadenia trigona","Druce","Rutaceae",-33.96555,21.22127,"langeberg",2012-07-10,"CM",29,30,40,20,628.3185307,4,"L",0.969511949,50.46590774,52.05289917,-4.413007944,-28.90579331
"710_3_langeberg","Cunonia capensis","Cunonia","Cunoniaceae","Cunonia capensis","L.","Cunoniaceae",-33.9491,21.05873,"langeberg",2012-07-10,"CM",3,1200,1300,1000,1021017.612,4,"N",0.872466127,46.23832991,52.99727806,-3.820736757,-26.8155482
"710_30_langeberg","Maytenus acuminata","Maytenus","Celastraceae","Maytenus acuminata","(L.f.) Loes.","Celastraceae",-33.97227,21.21824,"langeberg",2012-07-10,"CM",30,200,190,170,25368.36068,4,"N",0.970763355,48.88505548,50.35733503,-2.832746094,-30.13135732
"710_4_langeberg","Leucadendron tinctum","Leucadendron","Proteaceae","Leucadendron tinctum","I.Williams","Proteaceae",-33.927,21.06728,"langeberg",2012-07-10,"CM",4,75,70,70,3848.451001,3,"S",0.49838134,53.93961509,108.2296041,-0.209135582,-28.20477631
"710_5_langeberg","Cullumia aculeata","Cullumia","Asteraceae","Cullumia aculeata","(Houtt.) Roessler","Asteraceae",-33.927,21.06728,"langeberg",2012-07-10,"CM",5,40,75,30,1767.145868,4,"B",0.696966722,41.79435925,59.96607572,-1.150992251,-27.80389941
"710_6_langeberg","Passerina obtusifolia","Passerina","Thymelaeaceae","Passerina obtusifolia","Thoday","Thymelaeaceae",-33.89585,21.12415,"langeberg",2012-07-10,"CM",6,120,130,120,12252.21135,4,"S",0.773775026,53.43496785,69.05749867,2.360012715,-25.80259073
"710_7_langeberg","Willdenowia bolusii","Willdenowia","Restionaceae","Willdenowia bolusii","Pillans","Restionaceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",7,115,45,40,1413.716694,3,"N",0.311892647,46.18181919,148.0695989,1.009853783,-26.12657308
"710_8_langeberg","Senecio paniculatus","Senecio","Asteraceae","Senecio paniculatus","P.J.Bergius","Asteraceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",8,60,65,55,2807.798434,1,"N",0.759514505,49.18302188,64.75586915,-0.511910448,-30.54442098
"710_9_langeberg","Muraltia heisteria","Muraltia","Polygalaceae","Muraltia heisteria","DC.","Polygalaceae",-33.92216,21.15752,"langeberg",2012-07-10,"CM",9,155,35,30,824.6680716,3,"B",1.096616487,50.93124678,46.44399149,0.443753544,-28.48262193
"702_1_baviaanskloof","Hermannia saccifera","Hermannia","Malvaceae","Hermannia saccifera","(Turcz.) K.Schum.","Malvaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",1,20,65,55,2807.798434,2,"N",2.414511464,48.73765404,20.18530653,2.308345235,-26.16984284
"702_10_baviaanskloof","Elytropappus rhinocerotis","Elytropappus","Asteraceae","Elytropappus rhinocerotis","Less.","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",10,145,140,120,13194.68915,4,"B",1.803002608,51.74389794,28.69873715,2.467418833,-27.51027011
"702_11_baviaanskloof","Solanum tomentosum","Solanum","Solanaceae","Solanum tomentosum","L.","Solanaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",11,35,52,35,1429.424657,3,"B",3.152597476,42.87418044,13.59963673,5.247791107,-24.10412257
"702_12_baviaanskloof","Ficinia",NA,NA,"Ficinia","Schrad.","Cyperaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",12,17,8,7,43.98229715,0,"N",1.337500498,45.49591704,34.01562624,2.403984576,-25.33439108
"702_13_baviaanskloof","Ficinia oligantha","Ficinia","Cyperaceae","Ficinia oligantha","(Steud.) J.Raynal","Cyperaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",13,17,22,19,328.2964323,0,"N",1.151394503,46.04719296,39.99254195,3.724393031,-25.2895477
"702_14_baviaanskloof","Brachiaria serrata","Brachiaria","Poaceae","Urochloa serrata","(Thunb.) Sosef","Poaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",14,10,52,35,1429.424657,0,"N",1.365871524,41.48122408,30.36978469,2.173669428,-13.70533156
"702_15_baviaanskloof","Pentameris eriostoma","Pentameris","Poaceae","Pentameris eriostoma","(Nees) Steud.","Poaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",15,45,65,60,3063.052837,0,"S",0.645383666,44.61010128,69.12183197,1.566652385,-23.82921312
"702_16_baviaanskloof","Euclea schimperi","Euclea","Ebenaceae","Euclea racemosa subsp. schimperi","(A.DC.) F.White","Ebenaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",16,75,70,60,3298.672286,4,"S",0.809532447,49.85711851,61.58754811,1.166528611,-26.46327455
"702_17_baviaanskloof","Anthospermum galioides","Anthospermum","Rubiaceae","Anthospermum galioides","Rchb. ex Spreng.","Rubiaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",17,18,33,22,570.1990666,2,"S",1.650277945,47.4492723,28.75229135,1.620327525,-26.98677233
"702_18_baviaanskloof","Crassula ericoides","Crassula","Crassulaceae","Crassula ericoides","Haw.","Crassulaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",18,28,26,23,469.6681017,4,"S",0.868432217,45.28918228,52.15050915,1.260216129,-26.22540964
"702_19_baviaanskloof","Pelargonium myrrhifolium","Pelargonium","Geraniaceae","Pelargonium myrrhifolium","(L.) L'Hér.","Geraniaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",19,19,25,18,353.4291735,3,"B",1.356857598,46.51095988,34.27843861,4.332385985,-27.73058761
"702_2_baviaanskloof","Asparagus africanus","Asparagus","Asparagaceae","Asparagus africanus","Lam.","Asparagaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",2,15,40,30,942.4777961,1,"N",2.213693069,47.68277952,21.53992358,3.312558317,-27.19344184
"702_20_baviaanskloof","Helichrysum teretifolium","Helichrysum","Asteraceae","Helichrysum teretifolium","(L.) D.Don","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",20,25,40,40,1256.637061,3,"B",1.328702859,46.19551381,34.76737744,2.942687803,-26.61925155
"702_21_baviaanskloof","Eriocephalus africanus","Eriocephalus","Asteraceae","Eriocephalus africanus","L.","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",21,35,45,43,1519.745446,3,"B",1.285367964,44.77184104,34.8319254,1.768666095,-28.38081669
"702_22_baviaanskloof","Cliffortia linearifolia","Cliffortia","Rosaceae","Cliffortia linearifolia","Eckl. & Zeyh.","Rosaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",22,38,45,36,1272.345025,3,"S",1.843421173,52.00194129,28.2094738,2.565757524,-25.77934342
"702_23_baviaanskloof","Crassula cotyledonis","Crassula","Crassulaceae","Crassula cotyledonis","Thunb.","Crassulaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",23,5,8,8,50.26548246,0,"N",0.803607378,40.2548967,50.09274158,1.084116939,-17.4198882
"702_24_baviaanskloof","Muraltia juniperifolia","Muraltia","Polygalaceae","Muraltia juniperifolia","DC.","Polygalaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",24,32,40,34,1068.141502,3,"N",0.846737976,52.11043355,61.54257281,2.324904557,-26.50899101
"702_25_baviaanskloof","Erica pectinifolia","Erica","Ericaceae","Erica pectinifolia","Salisb.","Ericaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",25,165,150,150,17671.45868,4,"B",0.977059304,56.06952206,57.38599679,0.109846948,-25.71248328
"702_26_baviaanskloof","Hypodiscus striatus","Hypodiscus","Restionaceae","Hypodiscus striatus","Mast.","Restionaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",26,60,125,65,6381.360078,0,"N",0.603829515,47.00486199,77.84459154,0.368467756,-26.08457448
"702_27_baviaanskloof","Metalasia pungens","Metalasia","Asteraceae","Metalasia pungens","D.Don","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",27,85,65,58,2960.951076,4,"B",0.553357607,43.91766503,79.36579251,-0.604815133,-27.29483988
"702_28_baviaanskloof","Protea nitida","Protea","Proteaceae","Protea nitida","Mill.","Proteaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",28,400,400,400,125663.7061,4,"N",0.708452817,48.35259706,68.25097718,2.607215821,-23.74350067
"702_29_baviaanskloof","Restio capensis","Restio","Restionaceae","Restio capensis","(L. ex C.B.Clarke) H.P.Linder & C.R.Hardy","Restionaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",29,40,30,25,589.0486225,1,"N",0.754029239,46.14253276,61.19462002,1.221324162,-24.41404002
"702_3_baviaanskloof","Phylica axillaris","Phylica","Rhamnaceae","Phylica axillaris","Lam.","Rhamnaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",3,80,100,100,7853.981634,4,"L",0.864870301,54.00426975,62.44204444,1.057226507,-26.31412156
"702_30_baviaanskloof","Triraphis andropogonoides","Triraphis","Poaceae","Triraphis andropogonoides","(Steud.) E.Phillips","Poaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",30,30,17,16,213.6283004,0,"N",1.058486041,44.54225313,42.08109639,1.134459157,-13.77552619
"702_31_baviaanskloof","Tenaxia stricta","Tenaxia","Poaceae","Tenaxia stricta","(Schrad.) N.P.Barker & H.P.Linder","Poaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",31,30,45,38,1343.030859,0,"N",0.852177428,44.78741588,52.55644474,1.521403267,-25.19407496
"702_32_baviaanskloof","Ruschia virgata","Ruschia","Aizoaceae","Ruschia virgata","(Haw.) L.Bolus","Aizoaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",32,35,40,15,471.238898,3,"N",0.910668019,35.88987789,39.41049555,1.565822872,-23.45861834
"702_33_baviaanskloof","Wahlenbergia neorigida","Wahlenbergia","Campanulaceae","Wahlenbergia neorigida","Lammers","Campanulaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",33,100,45,35,1237.002107,4,"S",1.754949161,47.16678674,26.87644053,1.655649183,-26.47507645
"702_34_baviaanskloof","Clutia polifolia","Clutia","Euphorbiaceae","Clutia polifolia","Jacq.","Peraceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",34,54,40,33,1036.725576,4,"N",0.913179069,48.93855599,53.59141229,-0.592969905,-30.56420372
"702_35_baviaanskloof","Schoenoxiphium ecklonii","Schoenoxiphium","Cyperaceae","Carex capensis","Thunb.","Cyperaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",35,45,40,30,942.4777961,0,"N",0.989295471,44.54294406,45.02491454,2.633867584,-26.13108588
"702_36_baviaanskloof","Montinia caryophyllacea","Montinia","Montiniaceae","Montinia caryophyllacea","Thunb.","Montiniaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",36,145,120,65,6126.105675,4,"N",1.221545774,47.50718354,38.89103836,-0.753867584,-25.80841304
"702_37_baviaanskloof","Indigofera denudata","Indigofera","Fabaceae","Indigofera denudata","L.f.","Fabaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",37,110,23,12,216.7698931,3,"L",2.121855616,47.1640827,22.22775308,-0.316581255,-26.77836954
"702_38_baviaanskloof","Selago glomerata","Selago","Scrophulariaceae","Selago glomerata","Thunb.","Scrophulariaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",38,100,70,20,1099.557429,3,"S",1.630963464,47.94678998,29.39783203,0.687301806,-28.24832358
"702_39_baviaanskloof","Senecio pinifolius","Senecio","Asteraceae","Senecio pinifolius","Dusén","Asteraceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",39,36,40,25,785.3981634,2,"N",0.678651922,51.82334963,76.36219381,0.213492691,-28.56033756
"702_4_baviaanskloof","Aspalathus collina","Aspalathus","Fabaceae","Aspalathus collina","Eckl. & Zeyh.","Fabaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",4,130,100,80,6283.185307,4,"L",2.124442296,46.42075981,21.85079815,0.150604589,-26.62315097
"702_40_baviaanskloof","Pelargonium reniforme","Pelargonium","Geraniaceae","Pelargonium reniforme","(Andrews) Curtis","Geraniaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",40,12,15,8,94.24777961,1,"B",2.350360254,46.51263438,19.78957664,1.761269132,-28.35975715
"702_41_baviaanskloof","Gazania krebsiana","Gazania","Asteraceae","Gazania krebsiana","Less.","Asteraceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",41,8,22,18,311.0176727,0,"L",1.508803285,33.43708321,22.16132716,3.789764402,-27.8122792
"702_42_baviaanskloof","Hermannia flammea","Hermannia","Malvaceae","Hermannia flammea","Jacq.","Malvaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",42,7,20,20,314.1592654,3,"S",1.855734179,43.31938955,23.34353165,3.429472055,-28.46731476
"702_43_baviaanskloof","Chaenostoma denudatum","Chaenostoma","Scrophulariaceae","Chaenostoma denudatum","Benth.","Scrophulariaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",43,52,50,40,1570.796327,4,"B",1.444473629,47.58783545,32.9447589,1.003174549,-28.78804962
"702_44_baviaanskloof","Searsia lucens",NA,NA,"Searsia lucens","(Hutch.) Moffett","Anacardiaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",44,145,150,150,17671.45868,4,"N",1.038570868,46.48457543,44.75821235,-0.698589854,-25.24930725
"702_45_baviaanskloof","Dodonaea viscosa","Dodonaea","Sapindaceae","Dodonaea viscosa","Jacq.","Sapindaceae",-33.65554,24.13147,"baviaanskloof",2011-07-02,"DEB",45,220,210,200,32986.72286,4,"N",1.83449861,49.77938155,27.1351427,0.388209802,-25.578763
"702_5_baviaanskloof","Pelargonium reniforme","Pelargonium","Geraniaceae","Pelargonium reniforme","(Andrews) Curtis","Geraniaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",5,10,18,10,141.3716694,1,"L",2.37055268,45.40883709,19.15537987,4.203565648,-27.96747766
"702_6_baviaanskloof","Themeda triandra","Themeda","Poaceae","Themeda triandra","Forssk.","Poaceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",6,25,20,15,235.619449,0,"L",1.19139871,42.87653697,35.98840304,0.966466724,-12.658336
"702_7_baviaanskloof","Chrysocoma ciliata","Chrysocoma","Asteraceae","Chrysocoma ciliata","L.","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",7,25,60,40,1884.955592,4,"N",3.019638886,46.65795336,15.45150103,5.112139389,-28.77855801
"702_8_baviaanskloof","Felicia muricata","Felicia","Asteraceae","Felicia muricata","Nees","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",8,15,40,42,1319.468915,3,"S",1.980815625,45.28921857,22.86392433,1.720846425,-28.79708028
"702_9_baviaanskloof","Oedera squarrosa","Oedera","Asteraceae","Oedera squarrosa","(L.) Anderb. & K.Bremer","Asteraceae",-33.66459,24.1328,"baviaanskloof",2011-07-02,"DEB",9,65,70,65,3573.561643,2,"N",1.278438569,46.96581788,36.73685933,3.044182614,-25.76430266
"713_1_baviaanskloof","Monsonia emarginata","Monsonia","Geraniaceae","Monsonia emarginata","L'Hér.","Geraniaceae",-33.66997,24.20945,"baviaanskloof",2011-07-13,"DEB",1,12,7,8,43.98229715,1,"B",1.778314341,47.03032387,26.44657516,-1.338232158,-28.90723509
"713_2_baviaanskloof","Cotyledon orbiculata","Cotyledon","Crassulaceae","Cotyledon orbiculata","L.","Crassulaceae",-33.66997,24.20945,"baviaanskloof",2011-07-13,"DEB",2,23,31,25,608.6835766,0,"N",0.856193236,36.03920942,43.57333834,1.353924907,-13.92927221
